id,created_at,block_number,sandwicher_address,frontrun_swap_transaction_hash,frontrun_swap_trace_address,backrun_swap_transaction_hash,backrun_swap_trace_address,profit_amount
8035f9c6-ea93-4260-873e-7b71c67d640c,2022-01-16 22:23:54.232489,14017370.0,0x499dd900f800fd0a2ed300006000a57f00fa009b,0x3908caca75e9cd99adf6a73e657d136dbb1f51e13b793e4bfe4a996aec1fe60b,[2],0x27969dea5789f1c43489cbe6691a265a524e02c63512f2974753f2c36fabc659,[5],4.5784600908114854e+17
815ab975-445f-414b-817f-5515071f8af3,2022-01-16 22:23:54.232489,14017370.0,0x00000000008c4fb1c916e0c88fd4cc402d935e7d,0x15d28af7f0ea5a9e88876aff0126822fa9e7d70fd91e5670029b29428b1560ce,[1],0xb7392d8015a3a13ce80ac99635b79b964049d7a0986a18d3eb05495192b993fa,[1],446033872.0
fe1d3313-791c-44c5-88dc-1ba434cd612a,2022-01-16 22:24:00.332012,14017378.0,0x000000000035b5e5ad9019092c665357240f594e,0xc08229d4c302533d0d17e5e88a3667273d75ba46a528d51413cc516bf4e31391,[1],0xc1b42177438775f581fe4af7d9dfd185d6ca8b0af8eb8f4bd5aaadfa8a390c4c,[1],2.8745649139067176e+16
c3c12c77-c162-4572-8f8c-2e86c3091c0d,2022-01-16 22:24:00.332012,14017380.0,0x499dd900f800fd0a2ed300006000a57f00fa009b,0xcb6bbbeb099edd35c0025f9b8b9a8887fa22d6b2a676acd1f25792e24dac612b,[2],0x4830ef19a6a8deb0aae18ddea08936e443806771659618938ae79a7bbbe60b6f,[5],6.69815886548293e+16
d14fd598-88a7-4be7-9ba4-f6a9789493ad,2022-01-16 22:24:04.472756,14017395.0,0x1d6e8bac6ea3730825bde4b005ed7b2b39a2932d,0x68a9fb17074c7b97a634a6ffd2c225f3f4780b59ae010db5f2eae5eb099d945e,[1],0x2bccb7526055a63c4193de64b80928968ec5ef9ac62e6fae95ecea36bc00df63,[1],1.5546941035837338e+17
145d507d-bd25-4aaf-bbc5-e9073810bf8a,2022-01-16 22:24:04.472756,14017395.0,0x1d6e8bac6ea3730825bde4b005ed7b2b39a2932d,0xdbcb4456c6447fc50e715dd785c55530d0a74a414ea24cd0d36ff2cce0c33ba4,[1],0x9657c8c6715f233bb25f729ec4931fec09c8dacd0838eddd5e77783d07f2e6d0,[1],5.5305604748044536e+16
4dcaf6a1-fdf4-4ea3-a07b-98df17715e5a,2022-01-16 22:24:16.817476,14017396.0,0x01ff6318440f7d5553a82294d78262d5f5084eff,0x7401731cba564b5d5207f8b37a97fe9feb0f7ba44ac2dc2e749caf5f3dce5795,[1],0x1ce69b12646364fa5fff34cbce4724d43d18bc49afa3750c43870919d4780f98,[1],1.7669235795845136e+16
4cdb835c-eab5-42dc-81de-9b3dfb0fa6db,2022-01-16 22:24:16.817476,14017396.0,0x0000000000d41c96294ccdac8612bdfe29c641af,0xc6b69601aa328c1f9ecae2547234362a1714d5d59d7f3a17860900a91835272f,[1],0x214547cff31898b2c840ade8652bffaa1298bd7b0198e7e5d972033ab283625c,[1],3.78484048374986e+16
efc4502c-562c-4baa-8b7a-ad15951224cf,2022-01-16 22:24:16.817476,14017396.0,0x000000000035b5e5ad9019092c665357240f594e,0x65a03219103d38c67061c801c6109634e75d46c2d61dfe6eca15ef71b98727f6,[1],0x2af416da0759608888624a4323cf72d0a3102409ad494f0c6f0dc1f10e5945a5,[1],1.6398365827176448e+16
41969b4b-7911-4471-b73c-cdd1bc9a214f,2022-01-16 22:24:16.817476,14017396.0,0x00000000500e2fece27a7600435d0c48d64e0c00,0xa0a4854237c9481de3becc28b05dfc70a8d7de9ea7f57f2a92e7f705fe5aec9b,[1],0x8a4c6e9ca6359a4995f1b00aaa6d38fe3c30e6ebafdd5d443c19652f9caa58e2,[1],2.571774348631677e+16
f616240d-a7f5-4d1e-94fa-c1a2fa527075,2022-01-16 22:24:16.817476,14017404.0,0x7cf09d7a9a74f746edcb06949b9d64bcd9d1604f,0xec645f4b13a36e9aec0c6c37677f247973d91e1bd5c31c0874086e19d8a51bfd,[1],0xbf94720a0389035eb50646360feee3166dd0015053bb6e215cb34372445b3ab3,[1],1.0951250488275763e+17
ca750e7c-9c55-470b-9db6-f0106cbbfe0b,2022-01-16 22:24:16.817476,14017405.0,0x00000000003b3cc22af3ae1eac0440bcee416b40,0x932fa7a99d20d2f11afd44d61e01d99c5a57bfe5051898cf4c524e7e35503cd9,[2],0xdc2a52348ad03c956664fce157dd4ead94512d9f06dd4335001e74179cfe91d9,[1],9204668402.0
c4aff73c-b875-4a10-aaa4-12081aff1af5,2022-01-16 22:24:28.923704,14017418.0,0x2ae0d7d7e9c7880f01e530c731f21d49be179732,0xedccf0ecd1134efb047d2c0e3488a4c1f3f39a61b62f66f39d8711455e549310,[1],0x9abad7110581eb1d1da00674bdfc9212e74268e080f2a1be76258cb13ed7298b,[1],1.0312353652046341e+17
826aec5f-2649-4f97-a4d1-12c4cab19656,2022-01-16 22:24:36.080378,14017426.0,0x00000000003b3cc22af3ae1eac0440bcee416b40,0x42c0a25464b76342d074d206c1696a5ee7ba2a0ed66d5c58ab806db25c609382,[1],0x81032a7e62c2c19840fa9f45cc886f7b98d1cddcf7fd21e6a77520f179c804bd,[1],1.1433894002189926e+17
10a6b9c0-35b9-4fa4-a969-0be85aa01e41,2022-01-16 22:24:58.984101,14017461.0,0x000000000035b5e5ad9019092c665357240f594e,0xa85cacf7f4a82bf61625cafacfce3283970a5e2a680a875e71b40501ca77f489,[0],0x4fd2dbcfd72c011cbc80cfdda02cc6a99b8aeca910c9721e9830f67df7964a1b,[0],3.3889815114691176e+16
f1ebe1ef-5d98-46f5-8e30-973318a28abc,2022-01-16 22:24:58.984101,14017464.0,0x000000000035b5e5ad9019092c665357240f594e,0xf5518abf507bc1f6df96f4e19ee5669ed2d5f4b9619cd1a288560325c613552c,[0],0x20b16797b0e22ef37508054c747768a1f1927d26ed6505d2139b10f80728b4a0,[0],4.4456884963161715e+17
612bdcae-e2b6-470f-b5a4-4b89dd70c836,2022-01-16 22:25:02.376259,14017466.0,0x000000000035b5e5ad9019092c665357240f594e,0x86c5eddcb6a6f4c32f8ec998d72b97df4d8bd5bd31fb2982b16c8518112801e3,[1],0xc08fd3d10785f1bd00e7a7a35ff40fbe73a0522525ab0c89e8ed901415387d2d,[1],3.649418390199063e+16
fa3f16da-b7f1-4b5f-a3d5-2b329534899e,2022-01-16 22:25:12.365522,14017480.0,0x0000000099cb7fc48a935bceb9f05bbae54e8987,0x6cb013b5db4d1cfcea223e9ac2189bf519ef8d3728549a9345a364a4f294ea58,[1],0xfd838244086c9902e24c51fe0de837170f138a237a424493e300a73659ef130f,[1],162076082.0
add4e7fe-a597-4bd7-8b00-d2f72fb68aa3,2022-01-16 22:25:12.365522,14017483.0,0x000000000035b5e5ad9019092c665357240f594e,0x04ca0fe50d3c9137428d8297c5b657ee257337d77c41703fb639cf0b2b9cdb10,[2],0x029c1bd584232f4350a1cb9796d51f1879d989852ce591f4ccb45c26aea7ff93,[1],1.429034267842992e+21
e774965c-307e-452a-a43b-0636f69dfa71,2022-01-16 22:25:12.365522,14017483.0,0x000000000035b5e5ad9019092c665357240f594e,0x652e525376fb4fd41f4318e670065cb26f4a40d853451d11e69342b75c3f17ee,[1],0xadc052cfe237f0c7f82b8aa8d3c2e1cf87aed478f29774280149ea499870bf60,[1],4.04278557091259e+16
ead13362-6a32-42e3-8936-77468da95eae,2022-01-16 22:25:12.365522,14017483.0,0x01ff6318440f7d5553a82294d78262d5f5084eff,0xb908a415e8d45333f823f9425b8f23eda2d7cf193905ce1b74716a4ff25452bc,[0],0xcdde9e01ecd750d988874c85a735a1eaa4a83e12a30d5ec36ba8c8d16fbed055,[0],4.600729760822169e+16
8b360d3c-238c-4acd-85ea-79fdb4ff199b,2022-01-16 22:25:31.383128,14017496.0,0x0000000000d41c96294ccdac8612bdfe29c641af,0x17ae4ce629275ec56e49cf788b7e6c68e3bfe12ebb495c5e85c333d3dbe808c4,[1],0x8c9ed0c0ac79fc03f2d12a094bf420c53759958deb586bf14c50f058a0344c77,[1],5.544556038259605e+16
db856d97-c2cb-40f0-851d-de7ea3842730,2022-01-16 22:25:31.383128,14017502.0,0x1d6e8bac6ea3730825bde4b005ed7b2b39a2932d,0x49b017bd390ad4379afb6bd5e5f0c8868073cdddeac682adef12e027d1f0d72a,[1],0x6453955f8a0c3034ca62ed24c2243c087572a5c6fbc5b01e7efdd21309427770,[1],5.394987820715881e+16
1dbffc58-b98d-40cd-9e12-42d156ba31c1,2022-01-16 22:25:31.383128,14017505.0,0x46c4128981525aa446e02ffb2ff762f1d6a49170,0x08a7ae785d53fdae757175eec98129ebb84c77da55dd312b49a3dac2650eaf89,[1],0xf8dd20f785f63b203bda96bc76f484949b3b0f14c3d487dc2f43c7e72a177511,[1],7.261125358573725e+16
aa1de914-a773-4d37-8fd9-71df7711b8b2,2022-01-16 22:25:36.100230,14017510.0,0x00000000008c4fb1c916e0c88fd4cc402d935e7d,0x74ffdac1583535cf9f63193269281d74f61cd7d00d41ef8fa9f618e8d450e8c6,[1],0x35c54b36ac7aa29bd1accf2217b2a85e6e4f4cd00827c52f7c0df69f63be6336,[1],201732752.0
f40580bc-a9ec-4cbd-adfb-e83ccd5eabd4,2022-01-16 22:25:36.100230,14017510.0,0x2ae0d7d7e9c7880f01e530c731f21d49be179732,0xb462da4f4f2c439c620474275e4e40083314ddccf25d850cfaafe7e19f925701,[1],0x7a45bff0c67b1099414ca36edba9f385e6c926260f0fe3a4d0b79711b67c06b2,[1],2.8252400755360924e+16
f56ab55a-d07a-42d7-830c-d18ee5e71cec,2022-01-16 22:25:38.004725,14017520.0,0x00000000003b3cc22af3ae1eac0440bcee416b40,0xc262af9a3e0d54103607351a789c35f1703c6274ea7135fec5494c45845aa687,[1],0x126e606abcddd8e5204e467013254da66237856f1ea539d899ae6ef8a9a101ee,[1],3.3283563874523546e+18
697d3602-f1c6-4177-ae0b-cec7c6977cbf,2022-01-16 22:25:49.825890,14017534.0,0x00000000008c4fb1c916e0c88fd4cc402d935e7d,0x2fe629b3f711f84f4c100b5c6fd9b38ec6b7ecbd6fcfd321fe8a529792df8eea,[2],0xa95b40f3c0bfa3b2ddf018dcf7f60d5daa8c7806d23fd67e79d44d64a0b1ea07,[1],1632363925.0
9d6c369f-c4a6-40f9-a24d-308b33f2ac8c,2022-01-16 22:25:49.825890,14017534.0,0xe9ab8038ee6dd4fcc7612997fe28d4e22019c4b4,0x2fe629b3f711f84f4c100b5c6fd9b38ec6b7ecbd6fcfd321fe8a529792df8eea,[1],0xa95b40f3c0bfa3b2ddf018dcf7f60d5daa8c7806d23fd67e79d44d64a0b1ea07,[2],1.6898790031475343e+20
5fea7c69-c427-4416-8fd1-b0048daabe5b,2022-01-16 22:25:57.520366,14017537.0,0x000000000035b5e5ad9019092c665357240f594e,0x6fa008199275a93df488b2bc7405420d81536cac8c508a56829a3ba9f9570167,[1],0xa560e8cf780305f0895f46898dcce140b8663126391891b524f2ec5f71698320,[1],2.8551593892867224e+16
5a967e23-c4a8-41a6-8700-554ccde69ed5,2022-01-16 22:25:57.520366,14017543.0,0x00000000003b3cc22af3ae1eac0440bcee416b40,0x2fba7d90f4a1f95463b3d7abc5477d1e483b297435f6c636b8bb04b2167da68f,[1],0x86906ce0c95bd057e6edb80c4728212aa0b5d3b9a8fd54576faae7d01de2d45b,[1],2.075592069480448e+16
60ca5b2c-090d-4a4c-a3d9-d39d24f9b0ad,2022-01-16 22:25:57.520366,14017544.0,0x2ae0d7d7e9c7880f01e530c731f21d49be179732,0x73b5377dbfcc3652db91240e2d1bc4e6520f9811a5ec3de969392f9e6c43651e,[1],0x96aacbbb18725b1bd60d1aedda3d4ea6145bbb02fd5621b562873e62dc03dedb,[1],3.569078731969711e+16
97578a0c-2545-4567-87f1-ecb0decd588d,2022-01-16 22:26:17.868058,14017557.0,0x0000000000d41c96294ccdac8612bdfe29c641af,0x6b02c08e80759a08e6c3463462bbed287a6949939bb8195de9afa390faa4b62f,[1],0x48335fa02041a096702c3ee699eaed47c4558fbe43f4a09cb8832997383c9ee8,[1],2.1706031658491428e+16
9abd24d5-b0b7-4271-bce3-b2eb5b76eb00,2022-01-16 22:26:17.868058,14017557.0,0x0000000099cb7fc48a935bceb9f05bbae54e8987,0x649c37d22429efc82e9fc5cb5df13999a6c16d0f92e13079afca520fd2dd9b33,[1],0x8c42d276b54d015d797717fd7ed116cf7ba4dd5704453aa16904c772d598c968,[1],197857659.0
7d8f8e99-ccde-4ae2-9805-7cf5e0f41925,2022-01-16 22:26:12.224237,14017572.0,0x00000000003b3cc22af3ae1eac0440bcee416b40,0xc49823896097a350c37483ddcd54fc3541be4af0ae60563c4a7dc32e7614070e,[1],0xf3c58db8610fe24662ba39108b9bdc3bd7198ce68e772ad2f5ff99841340dc33,[1],1.5337813974817178e+17
d8c5471d-e9f4-4821-9daa-feec92e42d26,2022-01-16 22:26:45.955952,14017598.0,0x7cf09d7a9a74f746edcb06949b9d64bcd9d1604f,0x864b9b22853564775cd9bdf8d526554601dc9514e36886fd948942644c230ba1,[1],0xa0bff27396cb9f9e13f864cfa36eddf2c649e60d62f5217e76b4fbe219f14aae,[1],3.18624296337408e+16
fb3e78db-5fbe-4390-b957-90d8d139b55d,2022-01-16 22:26:58.674237,14017616.0,0x00000000726422a6fecb4759b44d47e48cf746aa,0x48bfd43cdaef84dfd45681c1a8a3c93b83022c5715dcc231ae2307e9a248b276,[1],0xe5f1e60dcc29f5d67e5b7b57dbf5dd4f702e5c0a6634a8a05ff252c98d2f0959,[1],4.5483626472656056e+16
6d4a9ae0-d7cf-45c9-a1ce-6fe45384676b,2022-01-16 22:26:58.674237,14017618.0,0x00000000726422a6fecb4759b44d47e48cf746aa,0xee293822178f56c1b10fef4c304b5a173b36e1a10dd422d812c9becd6deea101,[1],0x3d1b80a83af8c9e8f0d2fe6ce1b8c47c5d73a19335794da82e2c09db6beb84a8,[1],3.9478640643049144e+16
47e42814-79ba-4f0d-9b01-b62a841f9854,2022-01-16 22:26:58.674237,14017620.0,0x000000000035b5e5ad9019092c665357240f594e,0x1695b918f937a54891cfe02ea1b38f85124eb7fa2146236305937a2c46bcf3e5,[1],0xda2f9c4a6bb98992573faf29021a41676ab95437467b3ee3adf7e82840fd62d9,[1],2.7949079946687788e+16
0ab8b148-3fae-4086-938d-4518b766cc23,2022-01-16 22:26:58.674237,14017621.0,0x1d6e8bac6ea3730825bde4b005ed7b2b39a2932d,0x9335218c68b72b69d4ebe621d72aa657c3feadf5144cbc1aeec794f85faac968,[1],0x05d1bcf850dcad6a4169a9114a903e423de55fb21aab79f4b4dad107a3938714,[1],3.1103892629471e+16
d400b6b6-6054-4a7f-9952-fac3a54ae1b3,2022-01-16 22:27:09.758320,14017629.0,0x0000000099cb7fc48a935bceb9f05bbae54e8987,0x841e7185b609f5af4c98d980abb99e5a26d7ddc78a45c40a06e25093ce5d255d,[1],0x5589be22a213f6331700f0d0f2eb59047273d0746462ea6eb7981e236ce33d16,[1],69528367.0
71043bf6-94d1-4d87-8f75-671d6647454a,2022-01-16 22:27:34.117348,14017646.0,0x000000000035b5e5ad9019092c665357240f594e,0x355473c7eb9ade3eb1129f2ae2df59a1339faa51a8847a7a67089de7273a1f75,[0],0x7a0e6fecca6f296a9d98c86797b38804f8d15ddc356c0b4bf62a84842e77cf2c,[0],1.1828025285707078e+17
190ba720-bf91-4593-9996-8c36c938fbee,2022-01-16 22:27:28.409589,14017660.0,0x00000000003b3cc22af3ae1eac0440bcee416b40,0x259ed2158131c7c532643a6b1d275958cc58ddbbae6cb34752fd01460c454fde,[1],0x8159975efaf8c4cc53a2cb83da474279459ea9f8175eccda6fb240b2aaaad3eb,[1],3.1195855004368896e+17
767ecb3e-88a8-4894-b873-4eafc78562f9,2022-01-16 22:27:32.294777,14017668.0,0x2ae0d7d7e9c7880f01e530c731f21d49be179732,0xe4d34a027695f35388939a1d3527c6a2bc6a2d6fb13e263ae46515c583806793,[1],0x9175216a9ed6b93694fe1aad292fb7b5292466aa1c71a52259ba871ea5333b7b,[1],5.381602455445606e+16
